review_id,review_sentences,predicted_sentiment
atICMujnUDlNVkLwZUmE9g,"The appearance of the restaurant was the same as 20 years ago, but back then there were patrons.",neutral
atICMujnUDlNVkLwZUmE9g,"On this last visit i only saw half dozen people there, and it should have been packed with the lunch crowd as we're all the others in town.",negative
atICMujnUDlNVkLwZUmE9g,I won't be returning when they're are plenty of other restaurants in town.,negative
3Ag377oif8derpoxhFeT7A,Ordered full rack of ribs to go and they were very dry and tough.,negative
3Ag377oif8derpoxhFeT7A,I think they were cooked and shelfed under the warming light for too many hours,negative
3Ag377oif8derpoxhFeT7A,This is the second time I got dry tough ribs.,negative
3Ag377oif8derpoxhFeT7A,"Not sure I will order again from BurgerPalace To be fair I have gotten delicious, moist and tender fresh ribs many times before from Tuesday.",positive
3Ag377oif8derpoxhFeT7A,"Must be a bad management decision to serve old dry ribs to take out customers, figuring they wont bring them back.",negative
Tl7TtgcNM0Uy3qgCf9_mag,My friends and I keep this place busy!,positive
Tl7TtgcNM0Uy3qgCf9_mag,Good food and the staff are friendly and helpful.,positive
Tl7TtgcNM0Uy3qgCf9_mag,Food quality is always on point.,positive
Tl7TtgcNM0Uy3qgCf9_mag,Definitely get the ribs.,negative
Tl7TtgcNM0Uy3qgCf9_mag,"I recommend the Texas dry rub, and go ahead and order the full rack.",positive
Tl7TtgcNM0Uy3qgCf9_mag,Cannot breakup the whole family and leave the other six behind.,negative
Tl7TtgcNM0Uy3qgCf9_mag,NO RIBS LEFT BEHIND!,positive
Ak5XUM1ED40rRxfSIYa1vg,Great place to get better than fast food after work.,positive
Ak5XUM1ED40rRxfSIYa1vg,They give a discount to the Best Western next door.,positive
Ak5XUM1ED40rRxfSIYa1vg,The food is usually better than average for what you'd expect from BurgerPalace,positive
Ak5XUM1ED40rRxfSIYa1vg,They always have room for seating.,positive
Ak5XUM1ED40rRxfSIYa1vg,The wait staff and bartenders are friendly.,positive
Ak5XUM1ED40rRxfSIYa1vg,It doesn't take long to be a regular here.,positive
Ak5XUM1ED40rRxfSIYa1vg,Well managed chain restaurant.,positive
b4LHSn8ERUNvkyh7NS2_5w,Ordered a burger for takeout got home took a bite outside cooked.,neutral
b4LHSn8ERUNvkyh7NS2_5w,Inside was raw called the store to get hung up on issue was never resolved will not be back.,negative
r-9Z-3bnPK1pxiR6LTHrQA,Untappd,negative
r-9Z-3bnPK1pxiR6LTHrQA,241I gotta show some chain loveFood and beer were greatI decided to go to Lupulin in Sioux Falls to get their Untappd Badge.,positive
r-9Z-3bnPK1pxiR6LTHrQA,Little did I know that BurgerPalace next door has their own Untappd Badge.,neutral
r-9Z-3bnPK1pxiR6LTHrQA,I am not aware of any other BurgerPalace's that have one.,negative
r-9Z-3bnPK1pxiR6LTHrQA,They also have an Untappd Board to boot.,neutral
r-9Z-3bnPK1pxiR6LTHrQA,Get your name up there in lights!Bartender,neutral
r-9Z-3bnPK1pxiR6LTHrQA,was super friendly and attentive.,positive
r-9Z-3bnPK1pxiR6LTHrQA,My food was solid.,positive
r-9Z-3bnPK1pxiR6LTHrQA,No complaints whatsoever.,positive
r-9Z-3bnPK1pxiR6LTHrQA,I got the New Orleans Seafood dish which is Tilapia with shrimp in a creamy sauce.,neutral
r-9Z-3bnPK1pxiR6LTHrQA,Normally comes with zucchini but I was allowed to substitute broccoli.,neutral
r-9Z-3bnPK1pxiR6LTHrQA,Would definitely get it again.,positive
r-9Z-3bnPK1pxiR6LTHrQA,So get off your high horse.,negative
r-9Z-3bnPK1pxiR6LTHrQA,Chains need patronizing too!,negative
kbjaNUs6Ra1ASc7OR7FyFQ,"Spent 4hrs on the Highway today and settled into our hotel, and then we took a walk over to the BurgerPalace",neutral
kbjaNUs6Ra1ASc7OR7FyFQ,I can't explain how attentive the staff was and how great their courtesies were; it was that good.,positive
kbjaNUs6Ra1ASc7OR7FyFQ,This is probably one of the best places I've been to in a long while that had it all together from all angles.,positive
kbjaNUs6Ra1ASc7OR7FyFQ,Everything was clean/immaculate and the food was delicious.,positive
kbjaNUs6Ra1ASc7OR7FyFQ,They did such a great job.,positive
kbjaNUs6Ra1ASc7OR7FyFQ,Couldn't have asked for a better rest stop.,positive
Pz72qqpVhgu3j9x8mUlQRw,"Haven't been here in a long time, but decided to go because of the great salad bar.",positive
Pz72qqpVhgu3j9x8mUlQRw,We weren't disappointed in that aspect.,positive
Pz72qqpVhgu3j9x8mUlQRw,It has been remodeled and is a very nice place.,positive
Pz72qqpVhgu3j9x8mUlQRw,I was with my friend who was in town for dialysis and she can't eat a lot of things so ordered a plain burger well done.,neutral
Pz72qqpVhgu3j9x8mUlQRw,My mother ordered a fancy burger medium well.,neutral
Pz72qqpVhgu3j9x8mUlQRw,When they came my friends was pink in the middle and my moms was rare.,negative
Pz72qqpVhgu3j9x8mUlQRw,My friend sent hers back.,neutral
Pz72qqpVhgu3j9x8mUlQRw,She has been a cook for years and so I asked her what the plan was in a situation like this.,neutral
Pz72qqpVhgu3j9x8mUlQRw,She said you make them a new burger.,neutral
Pz72qqpVhgu3j9x8mUlQRw,After 10 minutes her burger came back on a very hot plate.,negative
Pz72qqpVhgu3j9x8mUlQRw,We looked at each other and knew exactly what happened.,neutral
Pz72qqpVhgu3j9x8mUlQRw,The cook nuked it.,negative
Pz72qqpVhgu3j9x8mUlQRw,And what proof do we have?,negative
Pz72qqpVhgu3j9x8mUlQRw,Her bun was rock hard.,positive
Pz72qqpVhgu3j9x8mUlQRw,"Add into this the waitress looked like she'd just been flogged in the kitchen-bawling face, tears, etc. so not sure what happened back there but it wasn't her fault.",negative
Pz72qqpVhgu3j9x8mUlQRw,So not very happy with this visit.,negative
wtNliIB8_ZpWTgQBAKWpzw,Great experience !! Great wait staff made it enjoyable... oh and the food was yummy too!!!,positive
wtNliIB8_ZpWTgQBAKWpzw,Kudos to Bailey!!!!,positive
ckb_y2Z6IDbmEfQ29wXyDg,A must!!,positive
ckb_y2Z6IDbmEfQ29wXyDg,I ordered online and picked up food to go.,neutral
ckb_y2Z6IDbmEfQ29wXyDg,"I had a gift card, so consequently I went inside to purchase my food.",neutral
ckb_y2Z6IDbmEfQ29wXyDg,"The restaurant has remodeled within the past year, and the place looks AMAZING!",positive
ckb_y2Z6IDbmEfQ29wXyDg,"When I entered, the hostess told me I should go to the bar to get my takeout order.",neutral
ckb_y2Z6IDbmEfQ29wXyDg,"The bartender was friendly, pleasant, polite, just exceptional.",positive
ckb_y2Z6IDbmEfQ29wXyDg,I have to take a minute & stop to tell you about the actual BurgerPalace restaurant building itself.,neutral
ckb_y2Z6IDbmEfQ29wXyDg,(Granted I didn't see the ENTIRE inside--but enough) Totally Beautiful!,positive
ckb_y2Z6IDbmEfQ29wXyDg,The atmosphere and ambience was so cool--sort of a 'warm-fun-classic-happy style' I would call it.,positive
ckb_y2Z6IDbmEfQ29wXyDg, If there is such a thing.,negative
ckb_y2Z6IDbmEfQ29wXyDg,The lighting was great...,positive
ckb_y2Z6IDbmEfQ29wXyDg,And who notices & comments on a restaurants lighting?,negative
ckb_y2Z6IDbmEfQ29wXyDg, (Not me usually) but I still can't believe how awesome it was to walk into that place.,positive
ckb_y2Z6IDbmEfQ29wXyDg,Some thing about it was warm and inviting and welcoming.,positive
ckb_y2Z6IDbmEfQ29wXyDg,When I got home and had the food--even better.,positive
ckb_y2Z6IDbmEfQ29wXyDg,I had steak and a baked potato...,neutral
ckb_y2Z6IDbmEfQ29wXyDg,And it was to die for.,negative
ckb_y2Z6IDbmEfQ29wXyDg,I haven't had BurgerPalace in a long time and I am definitely going to change that-because obviously they have changed some things--- and the changes have been good!,positive
ckb_y2Z6IDbmEfQ29wXyDg, ,neutral
ckb_y2Z6IDbmEfQ29wXyDg,Try it for yourself.,neutral
p0PNhev5xROil_tJEDs-9Q,I'm not normally a fan of chain restaurants.,negative
p0PNhev5xROil_tJEDs-9Q,They often disappoint.,negative
p0PNhev5xROil_tJEDs-9Q,"However, I'm going to give this BurgerPalace a 4 because, not only was my fish well cooked and actually flavorful, but they had an open salad bar.",positive
p0PNhev5xROil_tJEDs-9Q,"You may think this isn't a huge feat, especially for a BurgerPalace, but during COVID, this was a very welcome surprise.",positive
p0PNhev5xROil_tJEDs-9Q,"Before anyone gets cross eyed and offended that they would have a salad bar open during this time, they took several precautions to maintain, at least what I consider, an adequate level of safety.",negative
p0PNhev5xROil_tJEDs-9Q, I give them kudos for making that amenity available.,positive
p0PNhev5xROil_tJEDs-9Q,Especially since we were a family of weary travelers that had been in the road for a few days and this hit the spot,neutral
p0PNhev5xROil_tJEDs-9Q,.,neutral
ZwOLrX2q0q2RYs6bFJHEcA,Remodel is really nice!,positive
ZwOLrX2q0q2RYs6bFJHEcA,"The Food was great, salad bar was delicious as usual!!",positive
ZwOLrX2q0q2RYs6bFJHEcA,The service was fast and friendly.,positive
ZoXFHor_ALyVtr9lf-hXWQ,Went to try the brunch today.,neutral
ZoXFHor_ALyVtr9lf-hXWQ,It was mediocre at best - salad bar is always pretty good.,positive
ZoXFHor_ALyVtr9lf-hXWQ,The part that really disappointed me is when I had an omelette made to order and I got about a quarter of the way through it and found a short black hair stuck in it.,negative
ZoXFHor_ALyVtr9lf-hXWQ,"When I brought it to the waitress's attention she just said, ""ewe, that's gross.""  Nothing else was done for us, not even a manager sent over to apologize.",negative
ZoXFHor_ALyVtr9lf-hXWQ,Just paid the bill and left knowing we won't go back.,negative
ZoXFHor_ALyVtr9lf-hXWQ,That's poor customer service all around.,negative
qgVbbxuv3AEh39OWGu7Exw,Salad bar was amazing as always.,positive
qgVbbxuv3AEh39OWGu7Exw,"Good drink, good music and nice selection on the TV.",positive
qgVbbxuv3AEh39OWGu7Exw,Drinks are always on point and Desire V (our server) is always entertaining!!!,positive
3hfNzegVLCoKYPhuPzrSFw,We ordered online last night.,neutral
3hfNzegVLCoKYPhuPzrSFw,I got the email telling me what time our meals would be ready and what to do for curbside pickup.,neutral
3hfNzegVLCoKYPhuPzrSFw,When I arrived at the restaurant I called the number on the sign (same one as in the email) to let them know I was there to bring out our meals.,neutral
3hfNzegVLCoKYPhuPzrSFw,It rang for quite a long time.,neutral
3hfNzegVLCoKYPhuPzrSFw,Then someone hung up.,negative
3hfNzegVLCoKYPhuPzrSFw,I tried two more times with the same result.,negative
3hfNzegVLCoKYPhuPzrSFw,Someone would pick up the phone then immediately hang up!,negative
3hfNzegVLCoKYPhuPzrSFw,I went inside and NO ONE was at the pickup station.,negative
3hfNzegVLCoKYPhuPzrSFw,I went to the hostess who looked at me like I had two heads and sent me to the bar.,negative
3hfNzegVLCoKYPhuPzrSFw,There were three take out orders on the bar.,neutral
3hfNzegVLCoKYPhuPzrSFw,It took a few minutes before a bartender recognized I was there.,negative
3hfNzegVLCoKYPhuPzrSFw,Then the excuses started!,negative
3hfNzegVLCoKYPhuPzrSFw,I finally got our meals  and not a single employee apologized.,negative
3hfNzegVLCoKYPhuPzrSFw,Not one!,negative
3hfNzegVLCoKYPhuPzrSFw,The hostess is oblivious and the rest of the employees obviously don't care.,negative
3hfNzegVLCoKYPhuPzrSFw,Live and learn I guess.,negative
3hfNzegVLCoKYPhuPzrSFw,The first and last time we will order or visit the Elizabeth City BurgerPalace Tuesday!Stay away!,negative
H_Gaz1rAyzizsPmMxU7rig,"After sitting there for five minutes with the staff all looking over at us, multiple people finally came to the table.",neutral
H_Gaz1rAyzizsPmMxU7rig, The bartender who was getting off pointed out to me that she was off the clock.,neutral
H_Gaz1rAyzizsPmMxU7rig," I pointed out to her that if she were off the clock, she shouldn't be behind the bar and why.",negative
H_Gaz1rAyzizsPmMxU7rig," After she proceeded to argue with me, we left!  Smart move after reading all the reviews!!",negative
0BpqkAFUoAkjL-I8NEZ_Ww,Not a bad dining option at all considering the area.,negative
0BpqkAFUoAkjL-I8NEZ_Ww,"If you find yourself around here and happen to be in Horseheads' Arnot Mall, you'll notice that the dining options are slim.",neutral
0BpqkAFUoAkjL-I8NEZ_Ww,Very slim.,negative
0BpqkAFUoAkjL-I8NEZ_Ww,"Make your way through the mall, through the nearly non-existent food court, and you'll realize that your best food option in the mall may very well be this BurgerPalace Tuesday.",neutral
0BpqkAFUoAkjL-I8NEZ_Ww,"Long story short, food is decent.",neutral
0BpqkAFUoAkjL-I8NEZ_Ww,Service is fast and friendly.,positive
0BpqkAFUoAkjL-I8NEZ_Ww,It's fast casual.,negative
0BpqkAFUoAkjL-I8NEZ_Ww,"Nothing more, nothing less.",negative
03d4VUFWlAR7PssD_fbLdg,"Food was good, not exceptional, but still good but a tad over priced for the quality.",positive
03d4VUFWlAR7PssD_fbLdg, We sat by the windows and it was pretty cold but we suffered through.,negative
03d4VUFWlAR7PssD_fbLdg,"We were greeted by our server promptly, so we were off to a good start then we ordered our appetizer and food.",positive
03d4VUFWlAR7PssD_fbLdg,"After I got my margarita, it went a little downhill....",negative
03d4VUFWlAR7PssD_fbLdg,our server *izzy* wasn't very attentive to our table.,negative
03d4VUFWlAR7PssD_fbLdg,She only asked how our food was at the very end of our dinner.,neutral
03d4VUFWlAR7PssD_fbLdg,I couldn't eat all of my shrimp because there was a very small amount of cocktail sauce (out server did not ask how they were either) She also passed our table MULTIPLE TIMES AND DID NOT ASK ME FOR ANOTHER MARGARITA OR MY PARTER ANOTHER SODA.,negative
03d4VUFWlAR7PssD_fbLdg,"The food was good but honestly the server was a little under par, she's a good server but could put in a little more effort.",negative
QgyVCMfIz4QpxkfP1lixiw,Worst service ever.,negative
QgyVCMfIz4QpxkfP1lixiw,Food took almost 40 minutes despite almost nobody being there.,negative
QgyVCMfIz4QpxkfP1lixiw,Watched 3 of the workers sit at the bar instead of actually working.,negative
QgyVCMfIz4QpxkfP1lixiw,"Was excited to show my fiancé BurgerPalace as he had never been, talk about a let down.",negative
QgyVCMfIz4QpxkfP1lixiw,Guess we won't be back.,negative
QgyVCMfIz4QpxkfP1lixiw,"BurgerPalace use to be the place to be, but apparently they have gone downhill FAST..... :(",negative
z35IKd9bX-iv9rflqEkjNw,Was a terrible experience!,negative
z35IKd9bX-iv9rflqEkjNw,Started off with getting seated at a disgusting table.,negative
z35IKd9bX-iv9rflqEkjNw,Once seated got terrible beer and terrible food.,negative
z35IKd9bX-iv9rflqEkjNw,"Asked waitress why it was so bad compared to other BurgerPalace and all effect quote""this placed is fucked up""",negative
MzQsEq9b5d7852s9sogJVg,Great salad bar.,positive
MzQsEq9b5d7852s9sogJVg,Fresh and well kept.,positive
MzQsEq9b5d7852s9sogJVg, Friendly waitress.,positive
MzQsEq9b5d7852s9sogJVg, The bathroom was nasty nasty.,negative
MzQsEq9b5d7852s9sogJVg, And Such a turn off at any restaurant.,negative
MzQsEq9b5d7852s9sogJVg, If I had visited the bathroom before I ate.. probably couldn't have eaten.,negative
MzQsEq9b5d7852s9sogJVg, It was early afternoon   Around 1pm,neutral
81qTRigjLzpSAtkf_2vOWA,Food is HORRIBLE & Over Priced!,negative
81qTRigjLzpSAtkf_2vOWA,Only perks is the place is clean and good servers.,positive
81qTRigjLzpSAtkf_2vOWA,But after getting bad food several times and having to have it removed from my ticket it was so bad I never went back.,negative
81qTRigjLzpSAtkf_2vOWA,Drinks are over priced .,negative
81qTRigjLzpSAtkf_2vOWA,How do you ruin a cheeseburger!?,negative
TrERoQFbFQJsyB2XFikqKg,The salad bar was excellent and so were the coconut shrimp appetizers.,positive
TrERoQFbFQJsyB2XFikqKg,They were 4ppl in our party 3 got the bar and shrimp one got hamburger and loaded potato and said hers was delicious!,positive
TrERoQFbFQJsyB2XFikqKg,Susan did a wonderful job as our server!,positive
TrERoQFbFQJsyB2XFikqKg,Definitely going back!!!,positive
An_e0Tk7kYmtd-dtytCRZg,Only go here for the salad bar and ribs.,negative
An_e0Tk7kYmtd-dtytCRZg,"Unfortunately, Service can be hit or miss.",negative
An_e0Tk7kYmtd-dtytCRZg,Decent drink menu.,positive
Z7umlYQaj1fyYwNMxUTvEA,RTI is a ghost kitchen for other companies.,negative
Z7umlYQaj1fyYwNMxUTvEA,We ordered three Beast Burgers and every single one of them were wrong.,negative
Z7umlYQaj1fyYwNMxUTvEA,"The seasoned fries should be renamed ""a cup of seasoning with some fries tossed in it"".  Will not order again from Mr Beast or RTI.",negative
Z7umlYQaj1fyYwNMxUTvEA, Very sad experience.,negative
KrJHA8A7Gz53bj91hHRw6g,Pretty good today!,positive
KrJHA8A7Gz53bj91hHRw6g,The waitress and hostess were both super sweet and interacted with my 2 year old playfully which I appreciated.,positive
KrJHA8A7Gz53bj91hHRw6g,"The food was good, however, my steak was well done rather than the medium well I asked for but I still ate it so it was pretty good.",positive
KrJHA8A7Gz53bj91hHRw6g,The loaded potato was AMAZING!,positive
vNppSFFh6dG-nzO3P3ARmA,"Ordered through door dash last night, 3/3/2022.I got the chicken and broccoli pasta Alfredo.",neutral
vNppSFFh6dG-nzO3P3ARmA,"This BurgerPalace has another name listed for the restaurant that I ordered from, Pasta Americana.",neutral
vNppSFFh6dG-nzO3P3ARmA,The food came and it looked as expected.,neutral
vNppSFFh6dG-nzO3P3ARmA,I also ordered two shrimp skewers for my daughter.,neutral
vNppSFFh6dG-nzO3P3ARmA,"When I ate the pasta, it literally had no flavor.",negative
vNppSFFh6dG-nzO3P3ARmA,And it was $18.,negative
vNppSFFh6dG-nzO3P3ARmA,Why...,negative
vNppSFFh6dG-nzO3P3ARmA,I have no idea.,negative
vNppSFFh6dG-nzO3P3ARmA,"The shrimp did not come on skewers, it just came into two plastic clamshell containers.",negative
vNppSFFh6dG-nzO3P3ARmA,Which that didn't matter to me.,negative
vNppSFFh6dG-nzO3P3ARmA,But there were 4 in each clamshell (2 separate ones for some reason)...I think it was like $6 for the 8 shrimp.,negative
vNppSFFh6dG-nzO3P3ARmA,The pasta just had no taste.,negative
vNppSFFh6dG-nzO3P3ARmA,I had to add more cheese and salt to taste anything.,negative
vNppSFFh6dG-nzO3P3ARmA,"I doubt I will return, this restaurant has not been good for years now and I gave it another chance but that's probably the last visit for me.",negative
jj_vCFarJz-t_fZAH23A4Q,"Piss poor ass GM piss poor ass service just awful,",negative
jj_vCFarJz-t_fZAH23A4Q,"I use to come all the time to this wonderful dated restaurant because of the servers, Susan, Natasha, Joshua, Wendy the manager.",positive
jj_vCFarJz-t_fZAH23A4Q,I even continued to come when there was no A/C last yr.,positive
jj_vCFarJz-t_fZAH23A4Q,I even came when they were open during the pandemic.,neutral
jj_vCFarJz-t_fZAH23A4Q,"Now I come back because I feel safe to be around other people, and everything has gone to shyt.",negative
jj_vCFarJz-t_fZAH23A4Q,"The burger I had was over cooked n dry, the fries were mostly burnt and the desserts taste different.",negative
jj_vCFarJz-t_fZAH23A4Q,I wasted $112 and the sever didn't even ask if I was unhappy with all my picked over food.,negative
jj_vCFarJz-t_fZAH23A4Q,"I paid, tipped and will never ever return again.",negative
S77mnV_avwFiTpYwMbvrYQ,I took my grandchildren here to have dinner....biggest mistake ever but this is the one place they wanted to eat after living in London for the last 2 years....,negative
S77mnV_avwFiTpYwMbvrYQ,there were maybe 5 tables in the entire building with customers and we waited almost 45 minutes for our food as I watched it sit in the window getting cold for at least 15 minutes before pointing it out to the waitress who brought it over....yes it was cold and uneatable,negative
S77mnV_avwFiTpYwMbvrYQ,....the waitress not 1 time checked on our table and the manager was too busy sitting at the bar having a drink and I had to gesture for him to come over and as I told him the issue he just looked at me and asked if I was ready to pay my check....,negative
S77mnV_avwFiTpYwMbvrYQ,I did not eat anything after the 1st bite nor did my grandchildren....not even an apology but he didn't mind swiping my card for $57....,negative
S77mnV_avwFiTpYwMbvrYQ,take your business elsewhere....,negative
S77mnV_avwFiTpYwMbvrYQ,we opted for McDonald s and got better service than at this so called restaurant,negative
Sp5bsYLPdJMQeCDs-6v_0w,Went there tonight with the family.,neutral
Sp5bsYLPdJMQeCDs-6v_0w,What a mistake.,negative
Sp5bsYLPdJMQeCDs-6v_0w,Wife did the all you can eat salad.,neutral
Sp5bsYLPdJMQeCDs-6v_0w,She only got 1 small plate of salad minus some of the items she requested.,negative
Sp5bsYLPdJMQeCDs-6v_0w,Never was asked if she wanted more.,negative
Sp5bsYLPdJMQeCDs-6v_0w, If you can't have a normal salad bar just shut it down.,negative
Sp5bsYLPdJMQeCDs-6v_0w,The servers can't follow the sheet you fill out for your salad so please just stop.,negative
Sp5bsYLPdJMQeCDs-6v_0w, The steaks we ordered eh.   My son and I asked for medium Steaks his was perfect mine was a hockey puck.,negative
Sp5bsYLPdJMQeCDs-6v_0w,I dealt with it since the cooks clearly haven't been trained.,negative
Sp5bsYLPdJMQeCDs-6v_0w,Over all the experience here tonight helped us make the decision to always go to Long Horns.,positive
Sp5bsYLPdJMQeCDs-6v_0w, I should of disputed my cc charges but instead I'll warn others to keep far away from here.,negative
Sp5bsYLPdJMQeCDs-6v_0w, ,neutral
Sp5bsYLPdJMQeCDs-6v_0w,SMH,negative
VbZ0e1vzeekjM1BXi7BO1Q,A little background first on this place.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,I saw this place on Grubhub which was listed as The Captain's Boil.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,I was wondering why it wasn't on Yelp until I tried to add the business and BurgerPalace popped up.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,"The same location as well as phone number, I decided to call the place to find out who they actually were.",neutral
VbZ0e1vzeekjM1BXi7BO1Q,They then told me they were BurgerPalace but also cooked for the Captain's Boil.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,My order through GrubHub:,neutral
VbZ0e1vzeekjM1BXi7BO1Q,I saw nothing but seafood on this page and decided to give them a go through GrubHub.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,I ordered crab legs for 2 and plus the crawfish.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,I was feenin for some seafood and thought I would give them a whirl.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,Baddest and most expensive experience I've ever had in my life!!Crablegs:,negative
VbZ0e1vzeekjM1BXi7BO1Q,The crab legs for one comes with 2 clusters and 5 legs on each from what I was told.,neutral
VbZ0e1vzeekjM1BXi7BO1Q,"So ordering for 2, I figured I had 4 clusters plus the corn and potatoes as well as the crawfish also with corn and potatoes.",neutral
VbZ0e1vzeekjM1BXi7BO1Q,No dice!!I got ripped off bad on the crab legs.,negative
VbZ0e1vzeekjM1BXi7BO1Q,I had 2 clusters with the legs and they put in just the two bodies with no legs at all!,negative
VbZ0e1vzeekjM1BXi7BO1Q,I was so pissed!!,negative
VbZ0e1vzeekjM1BXi7BO1Q,Crawfish:,neutral
VbZ0e1vzeekjM1BXi7BO1Q,"As this is crawfish season, how in the world did I end up with the tiniest crawfish imaginable!",negative
VbZ0e1vzeekjM1BXi7BO1Q,"There was not one decent size crawfish in my order at all, and I may have gotten only 10, and that's being generous.",negative
VbZ0e1vzeekjM1BXi7BO1Q,I probably got less than that.,negative
VbZ0e1vzeekjM1BXi7BO1Q,Captain Boils sauce:,neutral
VbZ0e1vzeekjM1BXi7BO1Q,Are you kidding me??,negative
VbZ0e1vzeekjM1BXi7BO1Q,Really??,negative
VbZ0e1vzeekjM1BXi7BO1Q,This so called sauce was nothing more than messy at best.,negative
VbZ0e1vzeekjM1BXi7BO1Q,"It didn't bring out anything to me particularly in the seafood at all, well for the little seafood I did have.",negative
VbZ0e1vzeekjM1BXi7BO1Q,That was a total waste!!Corn on the cob:,negative
VbZ0e1vzeekjM1BXi7BO1Q,That tasted pretty good.,positive
VbZ0e1vzeekjM1BXi7BO1Q,Nice sweet corn with somewhat of a little kick is always favorable to me.,positive
VbZ0e1vzeekjM1BXi7BO1Q,I did have 3 of those which I think I should have 4-5 because I had 2 orders of the crab legs and 1 crawfish which also comes with it.,negative
VbZ0e1vzeekjM1BXi7BO1Q,"Again, ANOTHER EPIC FAIL!!Potatoes:",negative
VbZ0e1vzeekjM1BXi7BO1Q,That was a total joke as I was supposed to get 3 but they served them quartered up.,negative
VbZ0e1vzeekjM1BXi7BO1Q,I may have had 6 pieces of potatoes out of the whole thing!!,negative
VbZ0e1vzeekjM1BXi7BO1Q,Price:,neutral
VbZ0e1vzeekjM1BXi7BO1Q,This whole total EPIC FAIL cost me $66.00 including the tip for my GrubHub driver.,negative
VbZ0e1vzeekjM1BXi7BO1Q,I have NEVER in my life had such disgusting piss poor service from a so-called seafood restaurant!,negative
VbZ0e1vzeekjM1BXi7BO1Q,!,positive
OQjNpHhoasRE77op9foAjQ,We have bypassed this restaurant for two year since moving to Winder.,negative
OQjNpHhoasRE77op9foAjQ,We decided to try it when friends suggested it for dinner.,neutral
OQjNpHhoasRE77op9foAjQ,We have been three times now.,neutral
OQjNpHhoasRE77op9foAjQ,We have not been disappointed in the food or the service.,positive
OQjNpHhoasRE77op9foAjQ,"We have tried burgers, chicken dinners and several appetizers.",neutral
OQjNpHhoasRE77op9foAjQ, Everything was yummy.,positive
OQjNpHhoasRE77op9foAjQ,The salad bar was fresh and well stocked with great variety.,positive
EOWeFBoKCU_4YtR5YQo-wg,"Tatortots were good, but that's about it.",negative
EOWeFBoKCU_4YtR5YQo-wg,Salad bar needed refilling and the lettuce was brown.,negative
EOWeFBoKCU_4YtR5YQo-wg,$11.99 for all you can eat.,neutral
EOWeFBoKCU_4YtR5YQo-wg,I had to work to make one!,negative
EOWeFBoKCU_4YtR5YQo-wg,No tea refills offered and men's restroom was nasty.,negative
EOWeFBoKCU_4YtR5YQo-wg,Don't waste your money,negative
bqu08vaIpE2BQkOzIRkOkQ,This place sucked.,negative
bqu08vaIpE2BQkOzIRkOkQ,"Our waitress was nice at first (keep in mind it was only a table of 4) we ordered food and drinks, our drinks came pretty quickly which was nice but while waiting for our food which took over an hour we never got refills, she came over to our table with someone else's food and told us the chef made the wrong thing.",negative
bqu08vaIpE2BQkOzIRkOkQ,We had been waiting for awhile and were all practically starving and tired.,negative
bqu08vaIpE2BQkOzIRkOkQ,She walked past us again and just threw trash on the floor right beside us.,negative
bqu08vaIpE2BQkOzIRkOkQ,The men's bathroom was even worse it was trashed and dirty.,negative
bqu08vaIpE2BQkOzIRkOkQ,"After more than an hour we got some of our food the fries were cold, the pasta was cold and  practically uncooked we immediately got up and paid for our drinks (keep in mind only 3 out of 4 os us got the food) the manager said that the food was cold because when the chef made the food wrong she didn't want to take the food out and have someone waiting.",negative
bqu08vaIpE2BQkOzIRkOkQ,Even though one of us never even got our food.,negative
bqu08vaIpE2BQkOzIRkOkQ,This place was a total letdown and a mistake not to mention the fact the pasta made one of us sick.,negative
bqu08vaIpE2BQkOzIRkOkQ,If I could put 0 stars I would.,negative
zcP8-GAt_Hk_2tTjTU4khA,"Mt Vernon Ohio has one ""steak house"", mainly only due  to the liquor license in the city.",neutral
zcP8-GAt_Hk_2tTjTU4khA, ,neutral
zcP8-GAt_Hk_2tTjTU4khA,The  restaurant is very old and dingy.,negative
zcP8-GAt_Hk_2tTjTU4khA,They are sitting on a gold mine but refuse to update.,negative
zcP8-GAt_Hk_2tTjTU4khA, The salad bar on TV looks so good...we go in every time they advertise the additional items...never changes and any mention of it falls on deaf ears.,positive
zcP8-GAt_Hk_2tTjTU4khA,"If you don't want to update and improve, it's time to move on and let another restaurant come in and appreciate the community.",negative
zcP8-GAt_Hk_2tTjTU4khA,We are going to try it one last time today (we always say that).,positive
zcP8-GAt_Hk_2tTjTU4khA, ,neutral
zcP8-GAt_Hk_2tTjTU4khA,If the salad bar is not changed again we are done.**Update!Went to lunch there today and.....the salad bar was updated and GREAT!,positive
zcP8-GAt_Hk_2tTjTU4khA,  ,neutral
zcP8-GAt_Hk_2tTjTU4khA,So happy after several years of asking them for a good salad bar it has finally happened.,positive
a0s0AEVegTxy_6u661frdA,"I haven't been here in a while, tried to place a pick up order and nobody would answer the phone.",negative
a0s0AEVegTxy_6u661frdA,"So I went in to do it, waited at the bar for a menu.",neutral
