,review_id,review_rating,review_sentences,label,rating_category
735,rkW7aWyM9_Lx3tYeVC-y4Q,1,The food was terrible I order a crispy chicken salad and the chicken was burnt there were no crotons and the romaine lettuce was not romaine..,Negative,negative
736,rkW7aWyM9_Lx3tYeVC-y4Q,1,We ordered to go..,Neutral,negative
737,rkW7aWyM9_Lx3tYeVC-y4Q,1,The staff is nice but the food terrible,Somewhat Negative,negative
738,cUccIi5AS39DMUocbiM5zQ,1,Worst BurgerPalace visit ever!!!Ordered a Michelob Ultra waitress came back 5 min later saying out of Michelob ultra Ordered Salmon..... again another 5 minutes out of SalmonOrdered a steak ordered med-well came out rare Sent back still rare could not chew itHad to ask for drinks 2xMgr didn't seem to careOffered free burgerAVOID AT ALL COSTS,Negative,negative
739,6AFswCKHt4XXoT-EUfzPVA,1,"Overpriced, subpar food.",Negative,negative
740,6AFswCKHt4XXoT-EUfzPVA,1,"The salad bar was empty, no plates to get your salad.",Somewhat Negative,negative
741,6AFswCKHt4XXoT-EUfzPVA,1,"The wait staff was very slow, and did not seem to have ambition to effectively wait on their customers.",Somewhat Negative,negative
742,AncpvA9shRgGVruwmr1pdg,2,"I need to preface this review to say that I have had great experiences dining at BurgerPalace restaurants over the years, but today's experience was really, really poor that I felt compelled to write my first restaurant review.",Negative,negative
743,AncpvA9shRgGVruwmr1pdg,2,My husband and I decided to use our BurgerPalace gift card.,Neutral,negative
744,AncpvA9shRgGVruwmr1pdg,2,The restaurant was not busy when we arrived a little past noon.,Neutral,negative
745,AncpvA9shRgGVruwmr1pdg,2,"We were seated right away, but it took awhile for the waiter assigned to our booth to take our drink order (water and iced tea).",Somewhat Negative,negative
747,AncpvA9shRgGVruwmr1pdg,2,Then it took even longer to get the drinks.,Somewhat Negative,negative
748,AncpvA9shRgGVruwmr1pdg,2,"Regarding our food, my husband's meal was fine.",Neutral,negative
749,AncpvA9shRgGVruwmr1pdg,2,"However, the Cole slaw and honey mustard was missing from my chicken tenders meal, which was to be included.",Somewhat Negative,negative
750,AncpvA9shRgGVruwmr1pdg,2,"The waiter realized I was missing the items and said he would get them for me, but he never returned.",Somewhat Negative,negative
751,AncpvA9shRgGVruwmr1pdg,2,"I waited and waited, but finally ended up having to go to the salad bar to get the honey mustard dressing.",Somewhat Negative,negative
752,AncpvA9shRgGVruwmr1pdg,2,"I also had to get my own set of silverware from the table behind me, as I didn't have any, and had to get the ketchup and extra napkins from the cleaning station located near our booth.",Neutral,negative
753,AncpvA9shRgGVruwmr1pdg,2,The waiter never returned to our table to see if everything was okay or if we needed refills on our drinks.,Somewhat Negative,negative
754,AncpvA9shRgGVruwmr1pdg,2,I finally had to go to the hostess to ask for another glass of water and iced tea.,Somewhat Negative,negative
757,AncpvA9shRgGVruwmr1pdg,2,Our waiter finally appeared and decided to take care of our payment at that point.,Neutral,negative
758,AncpvA9shRgGVruwmr1pdg,2,"You guessed correctly, we did not leave a tip due to the poor service we received.",Negative,negative
759,AncpvA9shRgGVruwmr1pdg,2,Needless to say it will be awhile before we go back to that particular BurgerPalace.,Somewhat Negative,negative
761,AncpvA9shRgGVruwmr1pdg,2,:-(,Negative,negative
762,lyNOZ6y_7rGFRRYYMX5nCA,1,"My husband and I went to Ruby's mainly for the salad bar and their sandwiches but, to our surprise we were not pleased with the food.",Negative,negative
763,lyNOZ6y_7rGFRRYYMX5nCA,1,I ordered a cheeseburger with grilled onions and steamed zucchini.,Neutral,negative
764,lyNOZ6y_7rGFRRYYMX5nCA,1,"The zucchini was good but, my burger was hard and dry, it was like they pulled one from a frozen bag not fresh at all.",Negative,negative
765,lyNOZ6y_7rGFRRYYMX5nCA,1,"Our bill was $40 we paid without making a fuss but, called back later to get them information about our experience.",Somewhat Negative,negative
766,lyNOZ6y_7rGFRRYYMX5nCA,1,We are still waiting to hear from the general manager.,Neutral,negative
767,lyNOZ6y_7rGFRRYYMX5nCA,1,"This so sad, BurgerPalace used to be one of our favorite restaurants.",Somewhat Negative,negative
768,dK1GcsDQp3UpQDgi4U5OoQ,1,The smell trough out the restaurant is unbearable!,Negative,negative
769,dK1GcsDQp3UpQDgi4U5OoQ,1,Please change the mops and water constantly and use some other solutions to clean your floors.,Somewhat Negative,negative
770,dK1GcsDQp3UpQDgi4U5OoQ,1,It takes seconds to feel nauseous and that made me change my mind and leave to another place.,Negative,negative
771,51u9uGlwWQLIIapbPl4ADg,2,"Giving this location 2 stars as a benefit of the doubt in a time of post-Covid dining, only because the evening we went for a carryout order, they seemed really short-staffed.",Somewhat Negative,negative
772,51u9uGlwWQLIIapbPl4ADg,2,"The hostess was amazing, and the bartender who took our carryout order was sweet and helpful, but the person who was organizing orders for pickup was clearly having a bad day.",Neutral,negative
773,51u9uGlwWQLIIapbPl4ADg,2,"Yikes, what a bad experience!!",Negative,negative
774,51u9uGlwWQLIIapbPl4ADg,2,We would NOT return to this location!,Negative,negative
775,51u9uGlwWQLIIapbPl4ADg,2,"Along with other patrons whose orders took forever, were messed up, or missing, we waited over 45 minutes for a terrible overcooked burger, soggy ""roasted"" zucchini, and a flavorless Southwest chicken bowl.",Negative,negative
776,51u9uGlwWQLIIapbPl4ADg,2,"Awful, awful.",Negative,negative
777,51u9uGlwWQLIIapbPl4ADg,2,The majority of both meals went into the trash.,Somewhat Negative,negative
778,51u9uGlwWQLIIapbPl4ADg,2,"BurgerPalace is generally a basic, reliable restaurant, so maybe our visit was a fluke?",Neutral,negative
779,51u9uGlwWQLIIapbPl4ADg,2,But I am certainly not going back.,Negative,negative
780,i9cwVIs12zvXkqmps9p3pQ,1,I was looking for a carry out burger the afternoon on April 23.,Neutral,negative
781,i9cwVIs12zvXkqmps9p3pQ,1,At approximately 4:00 I found a website that I thought was BurgerPalace on Guilford Rd in Frederick Md.,Neutral,negative
782,i9cwVIs12zvXkqmps9p3pQ,1,it was the right BurgerPalace but it turned out that the website was a company called Postmate.,Neutral,negative
783,i9cwVIs12zvXkqmps9p3pQ,1,I ordered the food with no problem and paid with a credit card.,Neutral,negative
784,i9cwVIs12zvXkqmps9p3pQ,1,I immediately got a text on my phone that the food would be ready in 20 minutes.,Neutral,negative
785,i9cwVIs12zvXkqmps9p3pQ,1,20 minutes later I arrived at the restaurant and had to call to announce my arrival.,Neutral,negative
786,i9cwVIs12zvXkqmps9p3pQ,1,I was told that someone would come out to the car(Coronavirus).,Neutral,negative
787,i9cwVIs12zvXkqmps9p3pQ,1,A young lady came out to the car with a bill.,Neutral,negative
788,i9cwVIs12zvXkqmps9p3pQ,1,I told her I had already paid and she went back in to check.,Neutral,negative
789,i9cwVIs12zvXkqmps9p3pQ,1,She came back out and said I hadn't and I then showed her my internet receipt.,Neutral,negative
790,i9cwVIs12zvXkqmps9p3pQ,1,"She said ""Oh, Postmate"".",Neutral,negative
791,i9cwVIs12zvXkqmps9p3pQ,1,She went back inside and returned with my burger.,Neutral,negative
792,i9cwVIs12zvXkqmps9p3pQ,1,I tipped her and drove to the other side of the parking lot.,Neutral,negative
793,i9cwVIs12zvXkqmps9p3pQ,1,I opened the container and opened my cold bacon cheeseburger.,Somewhat Negative,negative
794,i9cwVIs12zvXkqmps9p3pQ,1,I immediately drove back to the restaurant and called.,Neutral,negative
795,i9cwVIs12zvXkqmps9p3pQ,1,The young lady came back out and I requested hot food.,Neutral,negative
796,i9cwVIs12zvXkqmps9p3pQ,1,She went back inside and returned in a couple minutes with the same food.,Neutral,negative
797,i9cwVIs12zvXkqmps9p3pQ,1,She told me that the manager said that I would have to deal with Postmate with any problems.,Neutral,negative
798,i9cwVIs12zvXkqmps9p3pQ,1,"I said I just wanted hot food, not a refund.",Somewhat Negative,negative
799,i9cwVIs12zvXkqmps9p3pQ,1,She said that was the manager's answer.,Neutral,negative
800,i9cwVIs12zvXkqmps9p3pQ,1,I left with the cold food and called the manager the next day when I wasn't too angry To speak civilly and was told that when you order through a third party the third party is responsible.,Neutral,negative
801,i9cwVIs12zvXkqmps9p3pQ,1,I emailed BurgerPalace corporate and have not heard back.,Somewhat Negative,negative
802,i9cwVIs12zvXkqmps9p3pQ,1,Postmate also is not returning emails and does not list a phone number.,Somewhat Negative,negative
803,i9cwVIs12zvXkqmps9p3pQ,1,I do not understand how a restaurant can refuse to take responsibility for the quality of the food they serve.,Negative,negative
804,i9cwVIs12zvXkqmps9p3pQ,1,Very Unhappy.,Negative,negative
805,i9cwVIs12zvXkqmps9p3pQ,1,Will never return.,Negative,negative
806,XelZNxSbc1GacH9QVzGWgg,4,Definitely keeping them in the happy hour rotation.,Somewhat Positive,positive
807,XelZNxSbc1GacH9QVzGWgg,4,The ruby relaxer is amazing.,Positive,positive
808,XelZNxSbc1GacH9QVzGWgg,4,"Feet, beer and drink deals",Somewhat Positive,positive
809,92C07T1zMqPIEeMJ9YKV9g,4,We dine here quite often.,Somewhat Positive,positive
810,92C07T1zMqPIEeMJ9YKV9g,4,The food and the service us usually very good.,Positive,positive
811,92C07T1zMqPIEeMJ9YKV9g,4,Five stars.,Positive,positive
812,92C07T1zMqPIEeMJ9YKV9g,4,"However, Friday, 15 July 2022, I had the steak and rib combo.",Neutral,negative
813,92C07T1zMqPIEeMJ9YKV9g,4,The ribs tasted old and were a bit hard.,Somewhat Negative,negative
814,92C07T1zMqPIEeMJ9YKV9g,4,"The steak was supposed to be a ribeye, according to the menu, but they served me a sirloin.",Somewhat Negative,negative
815,92C07T1zMqPIEeMJ9YKV9g,4,"It was perfectly cooked, but sirloins are tougher than ribeyes and have less fat.",Somewhat Negative,negative
816,92C07T1zMqPIEeMJ9YKV9g,4,"The service was good except she saw I had eaten one bite of steak, one rib, and did not take any with me. Still get four stars because this has only happened once. I will come back.",Neutral,negative
817,zmrbOomJWD7f1oOFTYiRxQ,3,It was very cold inside.,Neutral,negative
818,zmrbOomJWD7f1oOFTYiRxQ,3,"Our food took forever, our waiter was flighty.",Somewhat Negative,negative
819,zmrbOomJWD7f1oOFTYiRxQ,3,When it came my quesadilla was burnt on the bottom.,Negative,negative
820,zmrbOomJWD7f1oOFTYiRxQ,3,To be fair the manager was aware of the problem and came over and asked to see it.,Somewhat Positive,positive
821,zmrbOomJWD7f1oOFTYiRxQ,3,He gave us a discount on the bill and offered to have another one made.,Somewhat Positive,positive
822,zmrbOomJWD7f1oOFTYiRxQ,3,I had already eaten the brisket out of the middle which excellent and did not want another.,Positive,positive
823,zmrbOomJWD7f1oOFTYiRxQ,3,Will probably not go back.,Negative,negative
824,078NPHdIaGffXn-OgCqosg,5,Since Covid I have been using this location weekly because it's been consistently good.,Positive,positive
825,078NPHdIaGffXn-OgCqosg,5,"Despite being short staffed and slammed with Grubhub/Doordash orders, we get well prepared food.",Positive,positive
826,078NPHdIaGffXn-OgCqosg,5,"I only eat inside occasionally, but we haven't encountered any issues other than an extended wait, which we expected under current conditions.",Somewhat Positive,positive
827,078NPHdIaGffXn-OgCqosg,5,Out server still returned to our table and checked on us many times.,Positive,positive
828,078NPHdIaGffXn-OgCqosg,5,Our takeout is always hot and neatly packaged to go.,Positive,positive
829,078NPHdIaGffXn-OgCqosg,5,Staff have been very friendly.,Positive,positive
830,078NPHdIaGffXn-OgCqosg,5,They get our business so often because they give us better service than other local places.,Positive,positive
831,078NPHdIaGffXn-OgCqosg,5,"As for the food, it is a chain with specific ways of preparing dishes, so you either like their style or not.",Neutral,negative
832,078NPHdIaGffXn-OgCqosg,5,"We do, and this location is way more consistent than the ones in surrounding areas.",Somewhat Positive,positive
833,qhOBPGiMVBJoDQOvK1vSWA,1,Waited twenty minutes to be seated.,Neutral,negative
834,qhOBPGiMVBJoDQOvK1vSWA,1,"There were tables open, they were not at full capacity, just no one manning the hostess area.",Neutral,negative
835,qhOBPGiMVBJoDQOvK1vSWA,1,I even tried calling while I was standing there and no one would answer or acknowledge us.,Somewhat Negative,negative
836,qhOBPGiMVBJoDQOvK1vSWA,1,Myself and two groups behind me left.,Negative,negative
837,UGl1IKT6CsY8d45oBch2lw,1,The most uneducated restaurant that I know of in Cadillac.,Negative,negative
838,UGl1IKT6CsY8d45oBch2lw,1,The ribs sucked!,Negative,negative
839,UGl1IKT6CsY8d45oBch2lw,1,Had to have someone make my salad for me ?? Really??,Negative,negative
840,UGl1IKT6CsY8d45oBch2lw,1,I'm 54 years old!!,Neutral,negative
841,YbiE-afweORgtI2TI4Uq6A,4,This was an absolutely great meal!,Positive,positive
842,YbiE-afweORgtI2TI4Uq6A,4,"Everyone, I ordered 5 different menu plates!",Positive,positive
843,YbiE-afweORgtI2TI4Uq6A,4,They did a fantastic job!,Positive,positive
844,YbiE-afweORgtI2TI4Uq6A,4,Thank you so much RT!,Positive,positive
845,YbiE-afweORgtI2TI4Uq6A,4,"Also I ordered to go, and they called me to ask if I could change one item.",Neutral,negative
846,YbiE-afweORgtI2TI4Uq6A,4,Love it!,Positive,positive
847,YbiE-afweORgtI2TI4Uq6A,4,"Can't complain about the service, we got it to go!",Somewhat Positive,positive
848,YbiE-afweORgtI2TI4Uq6A,4,But they packed everything we could need!,Positive,positive
849,V8KuS9O2XzzSXDw66FL3vQ,1,Very dark and cold.,Neutral,negative
850,V8KuS9O2XzzSXDw66FL3vQ,1,Being seated was unorganized and unprofessional.,Negative,negative
851,V8KuS9O2XzzSXDw66FL3vQ,1,Our server was very nice however the drinks were not good.,Somewhat Negative,negative
852,V8KuS9O2XzzSXDw66FL3vQ,1,We got our appetizer and it was practically cold.,Somewhat Negative,negative
853,V8KuS9O2XzzSXDw66FL3vQ,1,I had the pasta which tasted like rubber and their broccoli and cheese soup was not great either.,Negative,negative
854,V8KuS9O2XzzSXDw66FL3vQ,1,Their fajitas were fine however I wouldn't recommend this place what so ever.,Somewhat Negative,negative
855,fksXMB9OZ4x6HfA7-hbujw,2,"We were in Cadillac , Michigan on Sunday.",Neutral,negative
856,fksXMB9OZ4x6HfA7-hbujw,2,"we ordered rib eye with asparagus and sweet potato, it was pretty good.",Somewhat Positive,positive
857,fksXMB9OZ4x6HfA7-hbujw,2,"waitress was very nice, and food was delivered promptly.",Somewhat Positive,positive
858,fksXMB9OZ4x6HfA7-hbujw,2,problem was the place was filthy.,Negative,negative
859,fksXMB9OZ4x6HfA7-hbujw,2,The wooden booth was grimy & sticky.,Negative,negative
860,fksXMB9OZ4x6HfA7-hbujw,2,"The carpet was filthy, the seat was dirty, which I asked them to wipe off, and the table had hair on it.",Negative,negative
861,fksXMB9OZ4x6HfA7-hbujw,2,over all not great.,Negative,negative
862,fksXMB9OZ4x6HfA7-hbujw,2,I would suggest you shut the place down for a day and have a thorough scrubbing of the whole facility.,Negative,negative
863,wzTLKMDzchnHnDkO5-ntOg,5,We really enjoy the menu choices at RT.,Positive,positive
864,wzTLKMDzchnHnDkO5-ntOg,5,It's getting more and more difficult to find any.,Somewhat Negative,negative
865,wzTLKMDzchnHnDkO5-ntOg,5,All the ones near us have closed.,Somewhat Negative,negative
866,k47Xhke6A84NQnMaoKeNzQ,1,0 stars for this restaurant...,Negative,negative
867,k47Xhke6A84NQnMaoKeNzQ,1,"With the exception of Megan, our server, she was a 10!",Somewhat Positive,positive
868,k47Xhke6A84NQnMaoKeNzQ,1,it was an experience that will never be repeated.,Negative,negative
870,k47Xhke6A84NQnMaoKeNzQ,1,Enter...approx. 5 pm...quiet only a few customers.,Neutral,negative
871,k47Xhke6A84NQnMaoKeNzQ,1,"We experienced the cluster of ""shift change which should be transparent...but we were introduced to 3 ppl, then ended up with our original server...Megan, who couldn't have been more apologetic.",Somewhat Negative,negative
875,k47Xhke6A84NQnMaoKeNzQ,1,I think no one could decide whose job it was...the regional manager is too busy on his phone to guide and direct.,Somewhat Negative,negative
876,k47Xhke6A84NQnMaoKeNzQ,1,It was dinner time remember.,Somewhat Negative,negative
877,k47Xhke6A84NQnMaoKeNzQ,1,So we ordered cocktails...good prices...the regular margarita was good...but don't order a second...it was an entirely different tasting and sweet....same bartender.?,Somewhat Negative,negative
878,k47Xhke6A84NQnMaoKeNzQ,1,Sent it back...the second was better but not like the first.,Somewhat Negative,negative
883,k47Xhke6A84NQnMaoKeNzQ,1,"So we call Megan, she is appalled ( my friend did not swollow it thank god)...so she - Megan - says..."" we are lucky...the regional manager is there today...she will go get him""",Somewhat Negative,negative
885,k47Xhke6A84NQnMaoKeNzQ,1,"""He"" could have cared less, on the phone, made us wait, cannot remember an apology...said he needed to get a report from my friend...left and never returned..",Somewhat Negative,negative
886,k47Xhke6A84NQnMaoKeNzQ,1,.Megan had my friends salad comped...and we couldnt get out of there fast enough.,Somewhat Negative,negative
887,k47Xhke6A84NQnMaoKeNzQ,1,"The place needs a good cleaning, managers who care as much as the staff, attention to details/TLC..and far better customer service.",Negative,negative
890,ZKAYb0ElWWYcykw4BrNDGw,1,"Went there yesterday at 3:00pm, one customer waiting and was told 5 min wait because they only had one server.",Neutral,negative
891,ZKAYb0ElWWYcykw4BrNDGw,1,Waited 25 minutes and finally left.,Somewhat Negative,negative
892,ZKAYb0ElWWYcykw4BrNDGw,1,This is my 2nd incident with the Ellenton location.,Somewhat Negative,negative
893,ZKAYb0ElWWYcykw4BrNDGw,1,The 1st time we went and appeared closed on a Monday with no sign saying closed.,Neutral,negative
894,ZKAYb0ElWWYcykw4BrNDGw,1,I doubt I will ever go there again.,Negative,negative
895,ZKAYb0ElWWYcykw4BrNDGw,1,They used to be a good restaurant.,Somewhat Negative,negative
896,9B2g5Z_V2Vu4dD2eR5dwlg,3,Came for lunch with a group of friends on the 1st of June.,Neutral,negative
897,9B2g5Z_V2Vu4dD2eR5dwlg,3,"I hadn't been in quite some time and I do love their salad bar, so I picked this place for us to go have lunch.",Somewhat Positive,positive
898,9B2g5Z_V2Vu4dD2eR5dwlg,3,"To all of our surprises, there is no longer a lunch menu.",Neutral,negative
899,9B2g5Z_V2Vu4dD2eR5dwlg,3,This is quite disappointing as they used to have a great lunch choices and you could add on the salad bar for one or two dollars.,Somewhat Negative,negative
900,9B2g5Z_V2Vu4dD2eR5dwlg,3,Adding the salad bar to any entree is now $6.,Neutral,negative
901,9B2g5Z_V2Vu4dD2eR5dwlg,3,All of the entrees are also upwards of $20 which I find quite expensive for a place like BurgerPalace,Somewhat Negative,negative
902,9B2g5Z_V2Vu4dD2eR5dwlg,3,"The salad bar was just as good as I remembered, so there were no issues there, but everything else is very mediocre.",Somewhat Positive,positive
903,9B2g5Z_V2Vu4dD2eR5dwlg,3,"It also took us almost 30 minutes to get our check, which was quite frustrating.",Negative,negative
904,9B2g5Z_V2Vu4dD2eR5dwlg,3,I do not think I will return anytime soon.,Negative,negative
905,_wZgD6KM9Muq_0vDY9pp8Q,2,"Kind of disappointed but with not coming to a BurgerPalace in a long time, maybe it's the norm.",Somewhat Negative,negative
906,_wZgD6KM9Muq_0vDY9pp8Q,2,"Bottom line, they are short staffed.",Neutral,negative
907,_wZgD6KM9Muq_0vDY9pp8Q,2,Our server was complaining because she had to drive in from Mt Dora.,Somewhat Negative,negative
909,_wZgD6KM9Muq_0vDY9pp8Q,2,Not sure what was going on.,Neutral,negative
910,_wZgD6KM9Muq_0vDY9pp8Q,2,"A large party of 8 who were elderly, left, and were very upset.",Negative,negative
911,_wZgD6KM9Muq_0vDY9pp8Q,2,My party sat in the bar so we could accommodate the staff.,Neutral,negative
912,_wZgD6KM9Muq_0vDY9pp8Q,2,It was weird as I don't like to feel uncomfortable but it was just that.,Somewhat Negative,negative
913,_wZgD6KM9Muq_0vDY9pp8Q,2,"Food is so-so, just ordinary.",Somewhat Negative,negative
914,_wZgD6KM9Muq_0vDY9pp8Q,2,I realize we're still hurting from the pandemic but pick it up or shut it down!,Negative,negative
915,ZaCM1FJwJqJcCLwKX2lg_A,1,I was sooooo excited about BurgerPalace and I was soooooo disappointed!,Negative,negative
916,ZaCM1FJwJqJcCLwKX2lg_A,1,The hostess was not there and when another lady came over she was rude as hell!,Negative,negative
917,ZaCM1FJwJqJcCLwKX2lg_A,1,And the food wasn't that great.,Negative,negative
918,ZaCM1FJwJqJcCLwKX2lg_A,1,There was a lady who was sweeping the floor and she was the sweetest lady every.,Positive,positive
919,ZaCM1FJwJqJcCLwKX2lg_A,1,Now we understand why they are closing down across the country.,Negative,negative
920,ZaCM1FJwJqJcCLwKX2lg_A,1,We shall never go back.,Negative,negative
923,FTOSkRwm0uq-N7ICqsQKxQ,1,Then we had to wait again to place the food order.,Somewhat Negative,negative
924,FTOSkRwm0uq-N7ICqsQKxQ,1,The food got out very slow and the taste wasn't that great.,Somewhat Negative,negative
925,FTOSkRwm0uq-N7ICqsQKxQ,1,My kid loves pasta and she didn't like hers.,Somewhat Negative,negative
926,FTOSkRwm0uq-N7ICqsQKxQ,1,They did apologize at the end - but it was a bad experience overall!,Negative,negative
927,FTOSkRwm0uq-N7ICqsQKxQ,1,The restaurant was almost empty and many servers were present - so not sure why it took them so long.,Somewhat Negative,negative
928,FTOSkRwm0uq-N7ICqsQKxQ,1,"I saw a few standing around, one even on her phone, having a private conversation (in the middle of the restaurant - she didn't even care to go somewhere, where she can't be seen) We will not be back!",Negative,negative
929,sIJyYCe3Q6E-p00FO2Ys_Q,1,"Drove 2 hours just for a little sign on host table inside saying ""closing at 8pm"" .. when website and doors say closing at 10pm .",Somewhat Negative,negative
930,XQ8qngrukGL05cU_EK3dBw,1,Food was inedible.,Negative,negative
931,XQ8qngrukGL05cU_EK3dBw,1,"Ordered their ""fall off the bone"" ribs and they were tough as can be.",Somewhat Negative,negative
932,XQ8qngrukGL05cU_EK3dBw,1,The chips for the nachos were burnt and the whole plate was dry.,Somewhat Negative,negative
933,XQ8qngrukGL05cU_EK3dBw,1,Overall not a pleasant experience.,Negative,negative
934,XQ8qngrukGL05cU_EK3dBw,1,The cups sat empty and food took almost an hour.,Somewhat Negative,negative
935,XQ8qngrukGL05cU_EK3dBw,1,Steaks were ordered medium and came out more than well done.,Somewhat Negative,negative
936,XQ8qngrukGL05cU_EK3dBw,1,Not what I expected with the restaurant almost half empty on a Thursday evening.,Neutral,negative
937,XQ8qngrukGL05cU_EK3dBw,1,We explained our complaints to the server but nothing was fixed.,Somewhat Negative,negative
938,qoPSaHt0m4n3wy80jkHixg,2,Things have changed since we are getting back to normal after the virus.,Neutral,negative
939,qoPSaHt0m4n3wy80jkHixg,2,Food is still good but prices have gone up.,Neutral,negative
940,qoPSaHt0m4n3wy80jkHixg,2,In February 2022 the salad bar in now $12.95.,Neutral,negative
941,qoPSaHt0m4n3wy80jkHixg,2,Also they are having staffing problems as we had to wait 45 minutes for a table at 5 pm when there were several empty tables.,Neutral,negative
942,qoPSaHt0m4n3wy80jkHixg,2,We asked why and were told they have not enough staff.,Neutral,negative
943,iQPeXVy2HZtu5-CvXE7cHg,1,This place was a big disappointment.,Negative,negative
944,iQPeXVy2HZtu5-CvXE7cHg,1,"I was there the night of Sunday, July 10th.",Neutral,negative
945,iQPeXVy2HZtu5-CvXE7cHg,1,They were out of brisket and fries.,Neutral,negative
946,iQPeXVy2HZtu5-CvXE7cHg,1,Who runs out of fries?????,Somewhat Negative,negative
947,iQPeXVy2HZtu5-CvXE7cHg,1,Half the menu was based off brisket and fries.,Neutral,negative
948,iQPeXVy2HZtu5-CvXE7cHg,1,No silverware for my salad.,Somewhat Negative,negative
949,iQPeXVy2HZtu5-CvXE7cHg,1,"I watched the lettuce turn brown before a nice person next to me, gave me their un used set.",Somewhat Negative,negative
950,iQPeXVy2HZtu5-CvXE7cHg,1,No one looked like they were in charge at this place.,Somewhat Negative,negative
952,iQPeXVy2HZtu5-CvXE7cHg,1,Good luck.,Somewhat Negative,negative
953,vC_Gm7IYENtMWDbdZjobqQ,4,"Last restaurant on this street we hadn't been to, next door to Cracker Barrel.",Neutral,negative
954,vC_Gm7IYENtMWDbdZjobqQ,4,We came here previously on Fri night and was 45 min wait tonight it was immediate seating.,Neutral,negative
955,vC_Gm7IYENtMWDbdZjobqQ,4,Once you are inside dining area see there are quite a lot of tables.,Neutral,negative
956,vC_Gm7IYENtMWDbdZjobqQ,4,Ruby's has a stand alone salad bar that they offer for $11.99 by itself.,Neutral,negative
957,vC_Gm7IYENtMWDbdZjobqQ,4,I can tell you it isn't worth that price for the choices.,Somewhat Negative,negative
958,vC_Gm7IYENtMWDbdZjobqQ,4,"Another option is add to entree for $4.99, this is better deal.",Somewhat Positive,positive
959,vC_Gm7IYENtMWDbdZjobqQ,4,"My draft Blue Moon beer ordered tasted ""old"" and waitress replaced w Miller Lite bottle even though I said Mich Ultra.",Somewhat Negative,negative
960,vC_Gm7IYENtMWDbdZjobqQ,4,Little things like this bring ratings down IMO.,Somewhat Negative,negative
961,vC_Gm7IYENtMWDbdZjobqQ,4,Our food was decent although did take a while to be made.,Somewhat Negative,negative
962,vC_Gm7IYENtMWDbdZjobqQ,4,"The Texcado which is just folded pita bread w cheese, oil, and chicken was good for $8.99.",Somewhat Positive,positive
963,vC_Gm7IYENtMWDbdZjobqQ,4,My wife has something w chicken said was good and her Hard Lemonade was strong.,Somewhat Positive,positive
964,vC_Gm7IYENtMWDbdZjobqQ,4,"All this for $40, 35 if I hadn't added the salad.",Neutral,negative
965,vC_Gm7IYENtMWDbdZjobqQ,4,Overall pretty good meal.,Somewhat Positive,positive
966,n-6U7tmyDTL8ZyUE6ZyL6Q,2,The food was just okay.,Neutral,negative
967,n-6U7tmyDTL8ZyUE6ZyL6Q,2,The wait to take our order was lengthy.,Neutral,negative
968,n-6U7tmyDTL8ZyUE6ZyL6Q,2,Our sever was nice .,Positive,positive
969,n-6U7tmyDTL8ZyUE6ZyL6Q,2,The food was fresh.,Positive,positive
970,n-6U7tmyDTL8ZyUE6ZyL6Q,2,Glad we stopped.,Somewhat Positive,positive
971,gGOxy9x2XOYGcIXjs74Jvw,1,Ordered a hamburger with cheese and bacon to go.,Neutral,negative
972,gGOxy9x2XOYGcIXjs74Jvw,1,One of the worst burgers I've ever had.,Negative,negative
973,gGOxy9x2XOYGcIXjs74Jvw,1,The burger was so overcooked.,Negative,negative
974,gGOxy9x2XOYGcIXjs74Jvw,1,It was dry and crusty on the edges.,Negative,negative
975,gGOxy9x2XOYGcIXjs74Jvw,1,There was one slice of tomato that was the size of a Roma tomato slice a tablespoon of shredded lettuce.,Somewhat Negative,negative
976,gGOxy9x2XOYGcIXjs74Jvw,1,No onion (which is listed as part of the burger) no Mayo no mustard.,Somewhat Negative,negative
977,gGOxy9x2XOYGcIXjs74Jvw,1,HORRIBLE.,Negative,negative
978,gGOxy9x2XOYGcIXjs74Jvw,1,I won't go back.,Negative,negative
979,gGOxy9x2XOYGcIXjs74Jvw,1,I gave this restaurant a one star because it wouldn't let me post until I rated it.,Negative,negative
980,gGOxy9x2XOYGcIXjs74Jvw,1,Too bad there aren't half stars.,Somewhat Negative,negative
981,wABnBdRS2_eqBoS4SPQxzw,1,Food was good.,Positive,positive
982,wABnBdRS2_eqBoS4SPQxzw,1,Service was the worst I ever had.,Somewhat Negative,negative
983,wABnBdRS2_eqBoS4SPQxzw,1,DO NOT GO THERE!,Negative,negative
984,wABnBdRS2_eqBoS4SPQxzw,1,The waiter was pleasant but that's all I'll give him.,Somewhat Negative,negative
985,wABnBdRS2_eqBoS4SPQxzw,1,I wanted to leave him a tip but I just could not justify it.,Somewhat Negative,negative
986,wABnBdRS2_eqBoS4SPQxzw,1,The rest of my party would have had my hide if I had.,Somewhat Negative,negative
987,wABnBdRS2_eqBoS4SPQxzw,1,Do yourself a favor and go anywhere else.,Negative,negative
988,TzrU9OpbbcGa3SBTbe-PxQ,2,"The waitress was very pleasant, and the dining room was reasonably clean.",Somewhat Positive,positive
989,TzrU9OpbbcGa3SBTbe-PxQ,2,I ordered the salmon and two sides.,Neutral,negative
990,TzrU9OpbbcGa3SBTbe-PxQ,2,They were out of broccoli so i ordered two sides of zucchini.,Neutral,negative
